"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"stepmother","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stereotype","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stern","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"stew","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stick","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stick","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"sticker","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sticky","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stiff","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"still","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"still","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"stimulant","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stimulate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stimulation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stingy","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"stink","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stir","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"stitch","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stock","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stock market","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stockpile","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stomach","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stomachache","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stone","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"stonework","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stool","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stop","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"stop","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"stopover","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stopwatch","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"storage","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"store","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"store","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"storey","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"storm","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stormy","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"story","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"storyteller","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stove","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"straight","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"straight","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"straighten","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"straightforward","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"strain","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"strain","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"strait","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"strand","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"strange","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"strangely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"stranger","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"strangle","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"strategic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"strategy","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"straw","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"strawberry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stream","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stream","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"street","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"strength","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"strengthen","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"stress","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stress","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stressed","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stressful","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stretch","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"stricken","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"strict","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"strictly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"stride","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"strike","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"strike","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"striking","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"string","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"strip","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"strip","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stripe","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"strive","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stroke","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stroke","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"strong","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"strongly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"structure","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"struggle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"struggle","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stubborn","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stubbornly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"stuck","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"student","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"studio","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"study","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"study","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"stuff","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stuff","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stuffed","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stumble","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"stun","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"stunning","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stupid","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"style","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stylish","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stylist","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subconscious","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"subcontinent","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subculture","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subdivision","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subject","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"subjunctive","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"submarine","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"submit","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"subplot","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subside","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"substance","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"substantial","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"substitute","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"substitute","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"subtitle","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subtle","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"subtract","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"suburb","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"subway","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"succeed","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"success","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"successful","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"successfully","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"successive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"such","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,-2,,,
"such","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,,,,
"suck","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sudden","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"suddenly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"sue","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"suffer","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"suffering","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sufficient","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"sufficiently","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"suffix","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sugar","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"suggest","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"suggestion","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"suicide","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"suit","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"suit","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"suitable","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"suitably","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"suitcase","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sulfur","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sulphur","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sum","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"summarise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"summarize","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"summary","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"summer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"summit","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sun","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sunbathe","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"sunbeam","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"Sunday","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"日曜日",,
"sundial","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sunflower","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sunglasses","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sunlight","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sunny","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"sunrise","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sunset","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sunshine","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"日差し",,
"super","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"superb","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"superintendent","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"superior","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"superlative","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"supermarket","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"supernatural","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"superstar","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"superstition","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"supervise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"supervision","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"supervisor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"supper","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"supplement","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"supplier","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"supply","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"supply","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"support","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"support","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"supporter","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"supportive","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"suppose","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"supposedly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"suppress","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sure","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"sure","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"surely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"surf","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"surf","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"surface","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"surfing","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"surge","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"surgeon","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"surgery","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"surname","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"surprise","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"surprise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"surprised","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"surprising","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"surprisingly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"surrender","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"surround","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"surrounding","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"surroundings","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"surveillance","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"survey","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"survival","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"survive","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"survivor","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"suspect","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"suspect","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"suspend","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"suspicion","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"suspicious","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"suspiciously","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"sustain","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"swallow","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"swan","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"swarm","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"swear","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"sweat","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sweat","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"sweater","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sweatshirt","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sweep","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sweet","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"sweet","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"sweetheart","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"swell","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"swift","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"swim","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"swim","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"swimmer","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"swimming","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"swimming costume","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"swimming pool","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"swimsuit","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"swing","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"swing","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"switch","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"switch","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"swollen","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"sword","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"syllable","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"symbol","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"symbolic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sympathetic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sympathise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sympathize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sympathy","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"symphony","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"symptom","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"syndrome","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"synonym","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"system","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"systematic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"table","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"table tennis","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tablecloth","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tablespoon","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tablet","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tabloid","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"tabloid","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"tack","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"tackle","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"tactile","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"tag","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tail","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"take","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"take","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"takeaway","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"takeoff","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"take-off","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tale","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"talent","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"talented","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"talk","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"talk","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"talkative","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"tall","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"tame","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"tan","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tank","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tanned","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"tap","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tap","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"tape","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tape","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"target","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"task","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"taste","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"taste","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"tasteless","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"tasty","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"tatter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tattoo","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"taunt","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tax","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"taxi","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"tea","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"teach","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"teacher","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"teaching","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"team","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"teammate","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"teamwork","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tear","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tear","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"tease","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tease","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"teaspoon","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"technical","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"technically","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"technique","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"technological","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"technology","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"teen","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"teenage","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"teenager","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"tee-shirt","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"telecommunications","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"telegram","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"telephone","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"telephone","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"telescope","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"television","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"tell","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"teller","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"temper","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"temperate","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"temperature","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"temple","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"temporarily","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"temporary","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"tempt","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"temptation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ten","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"10",,
"tend","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"tendency","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tender","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"tenderly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"tenderness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"tennis","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"tense","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"tense","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"tension","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"tent","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"term","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"terminal","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"terrace","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"terrible","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"terribly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"terrific","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"terrified","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"terrify","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"terrifying","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"territory","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
